Distance_(pixels),Gray_Value
1032,114.8477
1033,115.0827
1034,115.1694
1035,114.5011
1036,114.6964
1037,115.4510
1038,116.8794
1039,117.9707
1040,118.8496
1041,118.4990
1042,117.0000
1043,117.1986
1044,117.6676
1045,117.9662
1046,119.1462
1047,120.4512
1048,120.8290
1049,120.4046
1050,120.6447
1051,120.0295
1052,119.7433
1053,120.5796
1054,119.9473
1055,119.2423
1056,119.4627
1057,119.7378
1058,117.8261
1059,114.7441
1060,115.0738
1061,119.1918
1062,120.8512
1063,119.8564
1064,119.4982
1065,118.7884
1066,116.6819
1067,115.4038
1068,116.0977
1069,117.5861
1070,118.0013
1071,118.6631
1072,118.6667
1073,117.0439
1074,113.8749
1075,111.1394
1076,110.9336
1077,110.1947
1078,109.2705
1079,108.3744
1080,107.0091
1081,107.7079
1082,108.3019
1083,107.9868
1084,106.9421
1085,105.5388
1086,106.0824
1087,106.6308
1088,106.5470
1089,105.3676
1090,104.6479
1091,104.1763
1092,102.4918
1093,100.7234
1094,99.0037
1095,98.0549
1096,97.0121
1097,96.6478
1098,96.7413
1099,95.4655
1100,93.3038
1101,92.1132
1102,93.8997
1103,93.3892
1104,92.6064
1105,92.6082
1106,92.7374
1107,93.0000
1108,92.9983
1109,93.5609
1110,93.2894
1111,92.8830
1112,92.8589
1113,93.3134
1114,93.5991
1115,93.9747
1116,93.3667
1117,93.5809
1118,94.3076
1119,94.4932
1120,94.6410
1121,94.3333
1122,94.3333
1123,94.7977
1124,95.1448
1125,95.7022
1126,95.9372
1127,96.8341
1128,97.5749
1129,98.1319
1130,99.5046
1131,100.6287
1132,101.9908
1133,102.0733
1134,102.1735
1135,102.8057
1136,102.8215
1137,102.9432
1138,103.1268
1139,103.2829
1140,103.7814
1141,104.8420
1142,105.5718
1143,105.2447
1144,105.4984
1145,106.0486
1146,106.9374
1147,105.6081
1148,105.5541
1149,106.7085
1150,107.4178
1151,107.8202
1152,108.0000
1153,108.0000
1154,106.1663
1155,106.0253
1156,107.2412
1157,105.5226
1158,106.2884
1159,109.6711
1160,107.8515
1161,106.0486
1162,107.9018
1163,108.2792
1164,104.3313
1165,101.6073
1166,107.9623
1167,110.2143
1168,115.9135
1169,123.8568
1170,123.1501
1171,108.2611
1172,102.6708
1173,120.8480
1174,135.2547
1175,142.1332
1176,135.4122
1177,122.0932
1178,124.6642
1179,124.0776
1180,118.7527
1181,144.1858
1182,131.7672
1183,89.9037
1184,87.6306
1185,122.0674
1186,139.5725
1187,130.4718
1188,127.3337
1189,126.6648
1190,122.0115
1191,111.9353
1192,121.4003
1193,115.7212
1194,137.9261
1195,152.4291
1196,129.9709
1197,93.9846
1198,94.5443
1199,102.4546
1200,108.6629
1201,108.7307
1202,109.9594
1203,110.5623
1204,119.0808
1205,122.0716
1206,115.1677
1207,107.5421
1208,119.0251
