Distance_(pixels);Gray_Value
1096;73.6667
1097;73.6667
1098;73.6667
1099;73.6667
1100;73.6667
1101;73.8114
1102;74.5211
1103;75.1825
1104;75.6667
1105;75.6667
1106;76.4167
1107;76.6667
1108;76.6667
1109;76.5298
1110;77.0000
1111;77.0000
1112;76.5316
1113;76.0000
1114;76.0000
1115;76.0000
1116;76.1139
1117;76.7753
1118;77.1456
1119;77.2500
1120;77.0000
1121;77.0000
1122;77.0000
1123;77.0000
1124;77.4051
1125;77.2500
1126;77.0000
1127;77.0000
1128;77.0000
1129;77.0000
1130;77.4979
1131;78.3333
1132;78.3333
1133;79.0833
1134;78.8428
1135;78.8436
1136;78.3333
1137;78.3333
1138;78.8333
1139;79.3333
1140;79.3333
1141;79.3333
1142;79.3333
1143;79.3333
1144;79.3333
1145;79.3333
1146;79.3333
1147;79.3333
1148;79.3333
1149;79.3333
1150;79.3333
1151;79.3333
1152;79.3333
1153;80.0833
1154;80.1276
1155;80.0306
1156;80.0000
1157;80.0000
1158;80.0000
1159;79.7500
1160;79.2152
1161;79.8766
1162;80.0000
1163;80.0000
1164;80.0000
1165;80.0000
1166;80.0000
1167;80.0000
1168;80.0000
1169;80.0000
1170;80.0000
1171;80.0000
1172;80.0000
1173;80.0000
1174;80.4747
1175;81.0000
1176;81.0000
1177;81.0000
1178;81.0802
1179;81.5211
1180;81.6667
1181;81.6667
1182;81.6667
1183;81.6667
1184;81.6667
1185;81.6667
1186;81.6667
1187;81.6667
1188;81.6667
1189;81.6667
1190;81.6287
1191;81.1878
1192;81.0000
1193;81.0000
1194;80.5000
1195;80.3639
1196;81.0000
1197;81.0000
1198;81.3481
1199;81.9905
1200;81.3291
1201;81.0000
1202;81.0000
1203;81.0000
1204;81.0000
1205;81.7500
1206;82.0000
1207;82.0000
1208;82.0000
1209;82.0000
1210;82.0000
1211;82.0000
1212;82.4051
1213;82.6667
1214;82.6667
1215;82.5646
1216;82.6667
1217;82.6667
1218;82.6667
1219;82.6667
1220;82.6667
1221;83.4167
1222;83.6667
1223;83.6667
1224;83.6667
1225;83.6667
1226;83.2331
1227;82.6667
1228;82.6667
1229;82.6667
1230;82.6667
1231;82.7972
1232;82.6667
1233;83.1635
1234;83.5084
1235;82.8470
1236;82.6667
1237;82.6667
1238;82.6667
1239;82.6667
1240;82.6667
1241;82.6667
1242;82.6667
1243;82.6667
1244;82.6667
1245;82.6667
1246;82.6667
1247;82.5833
1248;82.3333
1249;82.3333
1250;82.3333
1251;82.3333
1252;82.3333
1253;82.3333
1254;82.3333
1255;82.3333
1256;82.3333
1257;82.3333
1258;82.3333
1259;82.3333
1260;82.3333
1261;82.3333
1262;82.3333
1263;82.3333
1264;82.3333
