Time (s), T1, T2, T3
212.0175,55.3983,54.9224,55.3972
212.3212,55.3348,54.8598,55.3337
212.6250,55.2714,54.7973,55.2703
212.9287,55.2081,54.7349,55.2071
213.2325,55.1450,54.6726,55.1439
213.5362,55.0820,54.6104,55.0809
213.8400,55.0191,54.5484,55.0180
214.1437,54.9563,54.4865,54.9553
214.4475,54.8937,54.4247,54.8926
214.7512,54.8312,54.3630,54.8301
215.0550,54.7688,54.3015,54.7677
215.3587,54.7065,54.2401,54.7055
215.6625,54.6444,54.1788,54.6433
215.9663,54.5823,54.1176,54.5813
216.2700,54.5204,54.0565,54.5194
216.5738,54.4587,53.9956,54.4576
216.8775,54.3970,53.9348,54.3959
217.1812,54.3354,53.8741,54.3344
217.4850,54.2740,53.8135,54.2730
217.7887,54.2127,53.7530,54.2117
218.0925,54.1515,53.6927,54.1505
218.3962,54.0905,53.6324,54.0894
218.7000,54.0295,53.5723,54.0285
219.0037,53.9687,53.5123,53.9676
219.3075,53.9080,53.4525,53.9069
219.6112,53.8474,53.3927,53.8464
219.9150,53.7869,53.3331,53.7859
220.2188,53.7266,53.2736,53.7255
220.5225,53.6664,53.2142,53.6653
220.8263,53.6062,53.1549,53.6052
221.1300,53.5463,53.0957,53.5452
221.4338,53.4864,53.0366,53.4853
221.7375,53.4266,52.9777,53.4256
222.0412,53.3670,52.9189,53.3659
222.3450,53.3074,52.8602,53.3064
222.6487,53.2480,52.8016,53.2470
222.9525,53.1887,52.7431,53.1877
223.2562,53.1296,52.6847,53.1285
223.5600,53.0705,52.6265,53.0695
223.8637,53.0116,52.5684,53.0105
224.1675,52.9527,52.5103,52.9517
224.4712,52.8940,52.4524,52.8930
224.7750,52.8354,52.3946,52.8344
225.0787,52.7769,52.3370,52.7759
225.3825,52.7185,52.2794,52.7175
225.6863,52.6603,52.2219,52.6592
225.9900,52.6021,52.1646,52.6011
226.2938,52.5441,52.1074,52.5431
226.5975,52.4862,52.0503,52.4852
226.9013,52.4284,51.9933,52.4274
227.2050,52.3707,51.9364,52.3697
227.5087,52.3131,51.8796,52.3121
227.8125,52.2557,51.8229,52.2546
228.1162,52.1983,51.7664,52.1973
228.4200,52.1411,51.7099,52.1401
228.7237,52.0840,51.6536,52.0829
229.0275,52.0269,51.5974,52.0259
229.3312,51.9700,51.5413,51.9690
229.6350,51.9132,51.4853,51.9122
229.9387,51.8566,51.4294,51.8555
230.2425,51.8000,51.3736,51.7990
230.5462,51.7435,51.3179,51.7425
230.8500,51.6872,51.2623,51.6862
231.1538,51.6310,51.2069,51.6299
231.4575,51.5748,51.1515,51.5738
231.7613,51.5188,51.0963,51.5178
232.0650,51.4629,51.0412,51.4619
232.3687,51.4071,50.9861,51.4061
232.6725,51.3514,50.9312,51.3504
232.9762,51.2958,50.8764,51.2948
233.2800,51.2404,50.8217,51.2394
233.5837,51.1850,50.7671,51.1840
233.8875,51.1298,50.7127,51.1287
234.1912,51.0746,50.6583,51.0736
234.4950,51.0196,50.6040,51.0186
234.7987,50.9646,50.5499,50.9636
235.1025,50.9098,50.4958,50.9088
235.4062,50.8551,50.4418,50.8541
235.7100,50.8005,50.3880,50.7995
236.0137,50.7460,50.3343,50.7450
236.3175,50.6916,50.2806,50.6906
236.6213,50.6373,50.2271,50.6363
236.9250,50.5831,50.1737,50.5821
237.2287,50.5291,50.1204,50.5281
237.5325,50.4751,50.0672,50.4741
237.8362,50.4212,50.0140,50.4202
238.1400,50.3675,49.9610,50.3665
238.4437,50.3138,49.9081,50.3128
238.7475,50.2603,49.8553,50.2593
239.0512,50.2068,49.8027,50.2058
239.3550,50.1535,49.7501,50.1525
239.6587,50.1003,49.6976,50.0993
239.9625,50.0471,49.6452,50.0461
240.2662,49.9941,49.5929,49.9931
240.5700,49.9412,49.5407,49.9402
240.8738,49.8884,49.4887,49.8874
241.1775,49.8357,49.4367,49.8347
241.4812,49.7831,49.3848,49.7821
241.7850,49.7305,49.3331,49.7296
242.0888,49.6781,49.2814,49.6772
242.3925,49.6258,49.2298,49.6249
242.6962,49.5736,49.1784,49.5727
243.0000,49.5215,49.1270,49.5206
243.3037,49.4695,49.0757,49.4686
243.6075,49.4177,49.0246,49.4167
243.9112,49.3659,48.9735,49.3649
244.2150,49.3142,48.9225,49.3132
244.5187,49.2626,48.8717,49.2616
244.8225,49.2111,48.8209,49.2101
245.1262,49.1597,48.7703,49.1587
245.4300,49.1084,48.7197,49.1075
245.7337,49.0572,48.6692,49.0563
246.0375,49.0062,48.6189,49.0052
246.3413,48.9552,48.5686,48.9542
246.6450,48.9043,48.5184,48.9033
246.9488,48.8535,48.4684,48.8525
247.2525,48.8028,48.4184,48.8019
247.5562,48.7522,48.3685,48.7513
247.8600,48.7017,48.3188,48.7008
248.1637,48.6513,48.2691,48.6504
248.4675,48.6011,48.2195,48.6001
248.7712,48.5509,48.1700,48.5499
249.0750,48.5008,48.1206,48.4998
249.3787,48.4508,48.0714,48.4498
249.6825,48.4009,48.0222,48.3999
249.9862,48.3511,47.9731,48.3501
250.2900,48.3014,47.9241,48.3004
250.5938,48.2518,47.8752,48.2508
250.8975,48.2023,47.8264,48.2013
251.2012,48.1529,47.7777,48.1519
251.5050,48.1035,47.7290,48.1026
251.8088,48.0543,47.6805,48.0534
252.1125,48.0052,47.6321,48.0043
252.4162,47.9562,47.5838,47.9552
252.7200,47.9073,47.5355,47.9063
253.0237,47.8584,47.4874,47.8575
253.3275,47.8097,47.4394,47.8088
253.6312,47.7610,47.3914,47.7601
253.9350,47.7125,47.3436,47.7116
254.2387,47.6641,47.2958,47.6631
254.5425,47.6157,47.2481,47.6148
254.8462,47.5674,47.2006,47.5665
255.1500,47.5193,47.1531,47.5183
255.4537,47.4712,47.1057,47.4703
255.7575,47.4232,47.0584,47.4223
256.0612,47.3753,47.0112,47.3744
256.3650,47.3275,46.9641,47.3266
256.6687,47.2799,46.9171,47.2789
256.9725,47.2322,46.8701,47.2313
257.2763,47.1847,46.8233,47.1838
257.5800,47.1373,46.7766,47.1364
257.8837,47.0900,46.7299,47.0891
258.1875,47.0428,46.6834,47.0419
258.4912,46.9956,46.6369,46.9947
258.7950,46.9486,46.5905,46.9477
259.0987,46.9016,46.5442,46.9007
259.4025,46.8548,46.4981,46.8539
259.7062,46.8080,46.4520,46.8071
260.0100,46.7613,46.4059,46.7604
260.3137,46.7147,46.3600,46.7138
260.6175,46.6682,46.3142,46.6673
260.9212,46.6218,46.2685,46.6209
261.2250,46.5755,46.2228,46.5746
261.5288,46.5293,46.1772,46.5284
261.8325,46.4832,46.1318,46.4823
262.1363,46.4371,46.0864,46.4362
262.4400,46.3912,46.0411,46.3903
262.7437,46.3453,45.9959,46.3444
263.0475,46.2995,45.9508,46.2986
263.3512,46.2539,45.9057,46.2530
263.6550,46.2083,45.8608,46.2074
263.9587,46.1628,45.8160,46.1619
264.2625,46.1174,45.7712,46.1165
264.5662,46.0720,45.7265,46.0711
264.8700,46.0268,45.6819,46.0259
265.1737,45.9816,45.6374,45.9808
265.4775,45.9366,45.5930,45.9357
265.7812,45.8916,45.5487,45.8907
266.0850,45.8467,45.5045,45.8458
266.3888,45.8019,45.4603,45.8011
266.6925,45.7572,45.4162,45.7563
266.9962,45.7126,45.3723,45.7117
267.3000,45.6681,45.3284,45.6672
267.6037,45.6236,45.2846,45.6228
267.9075,45.5793,45.2408,45.5784
268.2112,45.5350,45.1972,45.5341
268.5150,45.4908,45.1537,45.4899
268.8187,45.4467,45.1102,45.4459
269.1225,45.4027,45.0668,45.4018
269.4262,45.3588,45.0235,45.3579
269.7300,45.3150,44.9803,45.3141
270.0337,45.2712,44.9372,45.2703
270.3375,45.2275,44.8942,45.2267
270.6413,45.1840,44.8512,45.1831
270.9450,45.1405,44.8083,45.1396
271.2487,45.0970,44.7656,45.0962
271.5525,45.0537,44.7229,45.0529
271.8562,45.0105,44.6802,45.0096
272.1600,44.9673,44.6377,44.9665
272.4638,44.9243,44.5953,44.9234
272.7675,44.8813,44.5529,44.8804
273.0712,44.8384,44.5106,44.8375
273.3750,44.7955,44.4684,44.7947
273.6787,44.7528,44.4263,44.7520
273.9825,44.7102,44.3843,44.7093
274.2862,44.6676,44.3423,44.6667
274.5900,44.6251,44.3004,44.6243
274.8937,44.5827,44.2587,44.5819
275.1975,44.5404,44.2169,44.5395
275.5012,44.4982,44.1753,44.4973
275.8050,44.4560,44.1338,44.4552
276.1087,44.4139,44.0923,44.4131
276.4125,44.3720,44.0509,44.3711
276.7163,44.3300,44.0096,44.3292
277.0200,44.2882,43.9684,44.2874
277.3238,44.2465,43.9273,44.2456
277.6275,44.2048,43.8862,44.2040
277.9312,44.1633,43.8453,44.1624
278.2350,44.1218,43.8044,44.1209
278.5387,44.0803,43.7636,44.0795
278.8425,44.0390,43.7228,44.0382
279.1462,43.9978,43.6822,43.9969
279.4500,43.9566,43.6416,43.9558
279.7537,43.9155,43.6011,43.9147
280.0575,43.8745,43.5607,43.8737
280.3612,43.8336,43.5203,43.8327
280.6650,43.7927,43.4801,43.7919
280.9688,43.7519,43.4399,43.7511
281.2725,43.7113,43.3998,43.7104
281.5763,43.6706,43.3598,43.6698
281.8800,43.6301,43.3199,43.6293
282.1837,43.5897,43.2800,43.5888
282.4875,43.5493,43.2402,43.5485
282.7912,43.5090,43.2005,43.5082
283.0950,43.4688,43.1609,43.4680
283.3987,43.4287,43.1213,43.4278
283.7025,43.3886,43.0818,43.3878
284.0062,43.3486,43.0424,43.3478
284.3100,43.3087,43.0031,43.3079
284.6137,43.2689,42.9639,43.2681
284.9175,43.2292,42.9247,43.2283
285.2212,43.1895,42.8856,43.1887
285.5250,43.1499,42.8466,43.1491
285.8288,43.1104,42.8077,43.1096
286.1325,43.0710,42.7688,43.0702
286.4362,43.0316,42.7301,43.0308
286.7400,42.9923,42.6913,42.9915
287.0437,42.9531,42.6527,42.9523
287.3475,42.9140,42.6142,42.9132
287.6513,42.8750,42.5757,42.8742
287.9550,42.8360,42.5373,42.8352
288.2587,42.7971,42.4990,42.7963
288.5625,42.7583,42.4607,42.7575
288.8662,42.7195,42.4225,42.7187
289.1700,42.6809,42.3844,42.6801
289.4737,42.6423,42.3464,42.6415
289.7775,42.6038,42.3084,42.6030
290.0812,42.5653,42.2706,42.5645
290.3850,42.5270,42.2328,42.5262
290.6887,42.4887,42.1950,42.4879
290.9925,42.4505,42.1574,42.4497
291.2962,42.4123,42.1198,42.4115
291.6000,42.3743,42.0823,42.3735
291.9038,42.3363,42.0449,42.3355
292.2075,42.2984,42.0075,42.2976
292.5113,42.2605,41.9702,42.2597
292.8150,42.2228,41.9330,42.2220
293.1187,42.1851,41.8959,42.1843
293.4225,42.1474,41.8588,42.1467
293.7262,42.1099,41.8218,42.1091
294.0300,42.0724,41.7849,42.0717
294.3337,42.0350,41.7480,42.0343
294.6375,41.9977,41.7112,41.9969
294.9412,41.9605,41.6745,41.9597
295.2450,41.9233,41.6379,41.9225
295.5487,41.8862,41.6013,41.8854
295.8525,41.8491,41.5648,41.8484
296.1562,41.8122,41.5284,41.8114
296.4600,41.7753,41.4921,41.7745
296.7638,41.7385,41.4558,41.7377
297.0675,41.7017,41.4196,41.7010
297.3712,41.6651,41.3835,41.6643
297.6750,41.6285,41.3474,41.6277
297.9787,41.5919,41.3114,41.5912
298.2825,41.5555,41.2755,41.5547
298.5862,41.5191,41.2396,41.5184
298.8900,41.4828,41.2039,41.4820
299.1937,41.4466,41.1682,41.4458
299.4975,41.4104,41.1325,41.4096
299.8012,41.3867,41.1092,41.3860
